order,type,orderNumber
Cantina Pinot Bianco,Wine,75691
Mashed Potatoes,Side,75691
Pork Tenderloin,Meat,75691
Blackstone Merlot,Wine,75691
Mashed Potatoes,Side,75698
Pork Tenderloin,Meat,75698
Cantina Pinot Bianco,Wine,75698
Mashed Potatoes,Side,75699
Pork Tenderloin,Meat,75699
Cantina Pinot Bianco,Wine,75699
Caesar Salad,Side,75730
Duck,Meat,75730
Cantina Pinot Bianco,Wine,75730
Caesar Salad,Side,75734
Duck,Meat,75734
Duckhorn Chardonnay,Wine,75734
Caesar Salad,Side,75753
Pork Tenderloin,Meat,75753
Cantina Pinot Bianco,Wine,75753
Caesar Salad,Side,75755
Duck,Meat,75755
Duckhorn Chardonnay,Wine,75755
Roasted Root Veg,Side,75818
Roast Chicken,Meat,75818
Duckhorn Chardonnay,Wine,75818
Roasted Root Veg,Side,75823
Pork Tenderloin,Meat,75823
Cantina Pinot Bianco,Wine,75823
Roasted Root Veg,Side,75825
Duck,Meat,75825
Duckhorn Chardonnay,Wine,75825
Roasted Root Veg,Side,75839
Pork Tenderloin,Meat,75839
Cantina Pinot Bianco,Wine,75839
Roasted Root Veg,Side,75847
Duck,Meat,75847
Duckhorn Chardonnay,Wine,75847
Roasted Root Veg,Side,75851
Filet Mignon,Meat,75851
Blackstone Merlot,Wine,75851
Roasted Root Veg,Side,75868
Pork Tenderloin,Meat,75868
Cantina Pinot Bianco,Wine,75868
Roasted Root Veg,Side,75899
Duck,Meat,75899
Duckhorn Chardonnay,Wine,75899
Roasted Root Veg,Side,75903
Pork Tenderloin,Meat,75903
Cantina Pinot Bianco,Wine,75903
Roasted Root Veg,Side,75908
Roast Chicken,Meat,75908
Duckhorn Chardonnay,Wine,75908
Roasted Root Veg,Side,75908
Pork Tenderloin,Meat,75908
Cantina Pinot Bianco,Wine,75908
Roasted Root Veg,Side,75910
Roast Chicken,Meat,75910
Duckhorn Chardonnay,Wine,75910
Roasted Root Veg,Side,75913
Pork Tenderloin,Meat,75913
Cantina Pinot Bianco,Wine,75913
Roasted Root Veg,Side,75941
Roast Chicken,Meat,75941
Duckhorn Chardonnay,Wine,75941
Roasted Root Veg,Side,75943
Duck,Meat,75943
Duckhorn Chardonnay,Wine,75943
Roasted Root Veg,Side,75976
Pork Tenderloin,Meat,75976
Cantina Pinot Bianco,Wine,75976
Roasted Root Veg,Side,75977
Pork Tenderloin,Meat,75977
Cantina Pinot Bianco,Wine,75977
Roasted Root Veg,Side,75979
Roast Chicken,Meat,75979
Duckhorn Chardonnay,Wine,75979
Roasted Root Veg,Side,75985
Duck,Meat,75985
Duckhorn Chardonnay,Wine,75985
Roasted Root Veg,Side,76008
Duck,Meat,76008
Duckhorn Chardonnay,Wine,76008
Baked Beans,Side,76034
Pork Tenderloin,Meat,76034
Cantina Pinot Bianco,Wine,76034
Baked Beans,Side,76040
Pork Tenderloin,Meat,76040
Cantina Pinot Bianco,Wine,76040
Baked Beans,Side,76042
Pork Tenderloin,Meat,76042
Cantina Pinot Bianco,Wine,76042
Baked Beans,Side,76052
Roast Chicken,Meat,76052
Duckhorn Chardonnay,Wine,76052
Baked Beans,Side,76056
Pork Tenderloin,Meat,76056
Cantina Pinot Bianco,Wine,76056
Baked Beans,Side,76058
Duck,Meat,76058
Cantina Pinot Bianco,Wine,76058
Baked Beans,Side,76060
Roast Chicken,Meat,76060
Cantina Pinot Bianco,Wine,76060
Baked Beans,Side,76061
Pork Tenderloin,Meat,76061
Cantina Pinot Bianco,Wine,76061
Baked Beans,Side,76087
Duck,Meat,76087
Duckhorn Chardonnay,Wine,76087
Risotto,Side,76118
Duck,Meat,76118
Duckhorn Chardonnay,Wine,76118
Risotto,Side,76119
Filet Mignon,Meat,76119
Duckhorn Chardonnay,Wine,76119
Risotto,Side,76128
Pork Tenderloin,Meat,76128
Cantina Pinot Bianco,Wine,76128
Risotto,Side,76136
Filet Mignon,Meat,76136
Blackstone Merlot,Wine,76136
Risotto,Side,76146
Filet Mignon,Meat,76146
Blackstone Merlot,Wine,76146
Risotto,Side,76157
Pork Tenderloin,Meat,76157
Cantina Pinot Bianco,Wine,76157
Risotto,Side,76188
Pork Tenderloin,Meat,76188
Cantina Pinot Bianco,Wine,76188
Risotto,Side,76205
Duck,Meat,76205
Duckhorn Chardonnay,Wine,76205
Risotto,Side,76208
Pork Tenderloin,Meat,76208
Cantina Pinot Bianco,Wine,76208
Risotto,Side,76212
Pork Tenderloin,Meat,76212
Cantina Pinot Bianco,Wine,76212
Risotto,Side,76217
Pork Tenderloin,Meat,76217
Cantina Pinot Bianco,Wine,76217
Steamed Seasonal Veg,Side,76221
Duck,Meat,76221
Meiomi Pinot Noir,Wine,76221
Steamed Seasonal Veg,Side,76229
Pork Tenderloin,Meat,76229
Cantina Pinot Bianco,Wine,76229
Steamed Seasonal Veg,Side,76252
Roast Chicken,Meat,76252
Duckhorn Chardonnay,Wine,76252
Steamed Seasonal Veg,Side,76253
Roast Chicken,Meat,76253
Duckhorn Chardonnay,Wine,76253
Steamed Seasonal Veg,Side,76258
Pork Tenderloin,Meat,76258
Cantina Pinot Bianco,Wine,76258
Steamed Seasonal Veg,Side,76260
Roast Chicken,Meat,76260
Meiomi Pinot Noir,Wine,76260
Steamed Seasonal Veg,Side,76305
Pork Tenderloin,Meat,76305
Cantina Pinot Bianco,Wine,76305
Steamed Seasonal Veg,Side,76309
Roast Chicken,Meat,76309
Duckhorn Chardonnay,Wine,76309
Steamed Seasonal Veg,Side,76309
Filet Mignon,Meat,76309
Meiomi Pinot Noir,Wine,76309
Steamed Seasonal Veg,Side,76327
Pork Tenderloin,Meat,76327
Cantina Pinot Bianco,Wine,76327
Steamed Seasonal Veg,Side,76349
Pork Tenderloin,Meat,76349
Cantina Pinot Bianco,Wine,76349
Steamed Seasonal Veg,Side,76357
Filet Mignon,Meat,76357
Blackstone Merlot,Wine,76357
Steamed Seasonal Veg,Side,76360
Pork Tenderloin,Meat,76360
Cantina Pinot Bianco,Wine,76360
Steamed Seasonal Veg,Side,76361
Duck,Meat,76361
Duckhorn Chardonnay,Wine,76361
Steamed Seasonal Veg,Side,76375
Pork Tenderloin,Meat,76375
Cantina Pinot Bianco,Wine,76375
Steamed Seasonal Veg,Side,76384
Pork Tenderloin,Meat,76384
Cantina Pinot Bianco,Wine,76384
Steamed Seasonal Veg,Side,76384
Pork Tenderloin,Meat,76384
Cantina Pinot Bianco,Wine,76384
Steamed Seasonal Veg,Side,76403
Pork Tenderloin,Meat,76403
Cantina Pinot Bianco,Wine,76403
Mashed Potatoes,Side,76437
Pork Tenderloin,Meat,76437
Cantina Pinot Bianco,Wine,76437
Mashed Potatoes,Side,76445
Duck,Meat,76445
Duckhorn Chardonnay,Wine,76445
Mashed Potatoes,Side,76466
Duck,Meat,76466
Blackstone Merlot,Wine,76466
Mashed Potatoes,Side,76497
Pork Tenderloin,Meat,76497
Cantina Pinot Bianco,Wine,76497
Caesar Salad,Side,76535
Pork Tenderloin,Meat,76535
Cantina Pinot Bianco,Wine,76535
Caesar Salad,Side,76538
Filet Mignon,Meat,76538
Blackstone Merlot,Wine,76538
Caesar Salad,Side,76556
Filet Mignon,Meat,76556
Blackstone Merlot,Wine,76556
Caesar Salad,Side,76571
Pork Tenderloin,Meat,76571
Cantina Pinot Bianco,Wine,76571
Caesar Salad,Side,76581
Roast Chicken,Meat,76581
Duckhorn Chardonnay,Wine,76581
Caesar Salad,Side,76584
Pork Tenderloin,Meat,76584
Cantina Pinot Bianco,Wine,76584
Caesar Salad,Side,76593
Roast Chicken,Meat,76593
Duckhorn Chardonnay,Wine,76593
Caesar Salad,Side,76597
Pork Tenderloin,Meat,76597
Cantina Pinot Bianco,Wine,76597
Caesar Salad,Side,76611
Pork Tenderloin,Meat,76611
Cantina Pinot Bianco,Wine,76611
Caesar Salad,Side,76612
Pork Tenderloin,Meat,76612
Blackstone Merlot,Wine,76612
Roasted Root Veg,Side,76626
Roast Chicken,Meat,76626
Duckhorn Chardonnay,Wine,76626
Roasted Root Veg,Side,76645
Roast Chicken,Meat,76645
Duckhorn Chardonnay,Wine,76645
Roasted Root Veg,Side,76650
Filet Mignon,Meat,76650
Blackstone Merlot,Wine,76650
Roasted Root Veg,Side,76651
Pork Tenderloin,Meat,76651
Cantina Pinot Bianco,Wine,76651
Roasted Root Veg,Side,76662
Pork Tenderloin,Meat,76662
Cantina Pinot Bianco,Wine,76662
Roasted Root Veg,Side,76674
Pork Tenderloin,Meat,76674
Cantina Pinot Bianco,Wine,76674
Roasted Root Veg,Side,76682
Pork Tenderloin,Meat,76682
Cantina Pinot Bianco,Wine,76682
Roasted Root Veg,Side,76731
Duck,Meat,76731
Duckhorn Chardonnay,Wine,76731
Roasted Root Veg,Side,76733
Roast Chicken,Meat,76733
Duckhorn Chardonnay,Wine,76733
Roasted Root Veg,Side,76769
Roast Chicken,Meat,76769
Duckhorn Chardonnay,Wine,76769
Roasted Root Veg,Side,76788
Filet Mignon,Meat,76788
Blackstone Merlot,Wine,76788
Roasted Root Veg,Side,76790
Pork Tenderloin,Meat,76790
Cantina Pinot Bianco,Wine,76790
Roasted Root Veg,Side,76791
Pork Tenderloin,Meat,76791
Cantina Pinot Bianco,Wine,76791
Roasted Root Veg,Side,76805
Pork Tenderloin,Meat,76805
Cantina Pinot Bianco,Wine,76805
Roasted Root Veg,Side,76821
Duck,Meat,76821
Cantina Pinot Bianco,Wine,76821
Baked Beans,Side,76830
Pork Tenderloin,Meat,76830
Cantina Pinot Bianco,Wine,76830
Baked Beans,Side,76840
Pork Tenderloin,Meat,76840
Cantina Pinot Bianco,Wine,76840
Baked Beans,Side,76841
Pork Tenderloin,Meat,76841
Cantina Pinot Bianco,Wine,76841
Baked Beans,Side,76855
Duck,Meat,76855
Duckhorn Chardonnay,Wine,76855
Baked Beans,Side,76863
Pork Tenderloin,Meat,76863
Cantina Pinot Bianco,Wine,76863
Baked Beans,Side,76878
Pork Tenderloin,Meat,76878
Cantina Pinot Bianco,Wine,76878
Baked Beans,Side,76887
Pork Tenderloin,Meat,76887
Cantina Pinot Bianco,Wine,76887
Baked Beans,Side,76891
Pork Tenderloin,Meat,76891
Cantina Pinot Bianco,Wine,76891
Baked Beans,Side,76893
Pork Tenderloin,Meat,76893
Cantina Pinot Bianco,Wine,76893
Baked Beans,Side,76903
Roast Chicken,Meat,76903
Duckhorn Chardonnay,Wine,76903
Risotto,Side,76933
Roast Chicken,Meat,76933
Cantina Pinot Bianco,Wine,76933
Risotto,Side,76935
Pork Tenderloin,Meat,76935
Cantina Pinot Bianco,Wine,76935
Risotto,Side,76945
Pork Tenderloin,Meat,76945
Cantina Pinot Bianco,Wine,76945
Risotto,Side,76945
Pork Tenderloin,Meat,76945
Cantina Pinot Bianco,Wine,76945
Risotto,Side,76996
Pork Tenderloin,Meat,76996
Cantina Pinot Bianco,Wine,76996
Risotto,Side,77007
Filet Mignon,Meat,77007
Blackstone Merlot,Wine,77007
Risotto,Side,77018
Duck,Meat,77018
Meiomi Pinot Noir,Wine,77018
Steamed Seasonal Veg,Side,77039
Pork Tenderloin,Meat,77039
Cantina Pinot Bianco,Wine,77039
Steamed Seasonal Veg,Side,77049
Duck,Meat,77049
Duckhorn Chardonnay,Wine,77049
Steamed Seasonal Veg,Side,77052
Pork Tenderloin,Meat,77052
Cantina Pinot Bianco,Wine,77052
Steamed Seasonal Veg,Side,77053
Pork Tenderloin,Meat,77053
Cantina Pinot Bianco,Wine,77053
Steamed Seasonal Veg,Side,77064
Pork Tenderloin,Meat,77064
Cantina Pinot Bianco,Wine,77064
Steamed Seasonal Veg,Side,77087
Filet Mignon,Meat,77087
Blackstone Merlot,Wine,77087
Steamed Seasonal Veg,Side,77095
Pork Tenderloin,Meat,77095
Cantina Pinot Bianco,Wine,77095
Steamed Seasonal Veg,Side,77119
Duck,Meat,77119
Duckhorn Chardonnay,Wine,77119
Steamed Seasonal Veg,Side,77132
Pork Tenderloin,Meat,77132
Cantina Pinot Bianco,Wine,77132
Steamed Seasonal Veg,Side,77173
Pork Tenderloin,Meat,77173
Cantina Pinot Bianco,Wine,77173
Steamed Seasonal Veg,Side,77188
Pork Tenderloin,Meat,77188
Cantina Pinot Bianco,Wine,77188
Steamed Seasonal Veg,Side,77193
Pork Tenderloin,Meat,77193
Cantina Pinot Bianco,Wine,77193
Steamed Seasonal Veg,Side,77210
Pork Tenderloin,Meat,77210
Cantina Pinot Bianco,Wine,77210
Steamed Seasonal Veg,Side,77232
Roast Chicken,Meat,77232
Duckhorn Chardonnay,Wine,77232
Mashed Potatoes,Side,77245
Duck,Meat,77245
Duckhorn Chardonnay,Wine,77245
Mashed Potatoes,Side,77251
Pork Tenderloin,Meat,77251
Cantina Pinot Bianco,Wine,77251
Mashed Potatoes,Side,77268
Duck,Meat,77268
Duckhorn Chardonnay,Wine,77268
Mashed Potatoes,Side,77269
Pork Tenderloin,Meat,77269
Cantina Pinot Bianco,Wine,77269
Mashed Potatoes,Side,77270
Pork Tenderloin,Meat,77270
Cantina Pinot Bianco,Wine,77270
Mashed Potatoes,Side,77279
Roast Chicken,Meat,77279
Meiomi Pinot Noir,Wine,77279
Mashed Potatoes,Side,77306
Filet Mignon,Meat,77306
Blackstone Merlot,Wine,77306
Mashed Potatoes,Side,77320
Filet Mignon,Meat,77320
Blackstone Merlot,Wine,77320
Mashed Potatoes,Side,77320
Pork Tenderloin,Meat,77320
Cantina Pinot Bianco,Wine,77320
Caesar Salad,Side,77365
Pork Tenderloin,Meat,77365
Cantina Pinot Bianco,Wine,77365
Caesar Salad,Side,77387
Pork Tenderloin,Meat,77387
Cantina Pinot Bianco,Wine,77387
Caesar Salad,Side,77390
Pork Tenderloin,Meat,77390
Cantina Pinot Bianco,Wine,77390
Caesar Salad,Side,77393
Duck,Meat,77393
Duckhorn Chardonnay,Wine,77393
Caesar Salad,Side,77402
Pork Tenderloin,Meat,77402
Cantina Pinot Bianco,Wine,77402
Caesar Salad,Side,77409
Duck,Meat,77409
Duckhorn Chardonnay,Wine,77409
Caesar Salad,Side,77416
Pork Tenderloin,Meat,77416
Duckhorn Chardonnay,Wine,77416
Caesar Salad,Side,77422
Duck,Meat,77422
Duckhorn Chardonnay,Wine,77422
Caesar Salad,Side,77428
Pork Tenderloin,Meat,77428
Cantina Pinot Bianco,Wine,77428
Caesar Salad,Side,77430
Pork Tenderloin,Meat,77430
Cantina Pinot Bianco,Wine,77430
Roasted Root Veg,Side,77439
Pork Tenderloin,Meat,77439
Cantina Pinot Bianco,Wine,77439
Roasted Root Veg,Side,77446
Pork Tenderloin,Meat,77446
Cantina Pinot Bianco,Wine,77446
Roasted Root Veg,Side,77450
Pork Tenderloin,Meat,77450
Cantina Pinot Bianco,Wine,77450
Roasted Root Veg,Side,77452
Pork Tenderloin,Meat,77452
Cantina Pinot Bianco,Wine,77452
Roasted Root Veg,Side,77489
Pork Tenderloin,Meat,77489
Cantina Pinot Bianco,Wine,77489
Roasted Root Veg,Side,77497
Pork Tenderloin,Meat,77497
Cantina Pinot Bianco,Wine,77497
Roasted Root Veg,Side,77533
Pork Tenderloin,Meat,77533
Blackstone Merlot,Wine,77533
Roasted Root Veg,Side,77548
Roast Chicken,Meat,77548
Duckhorn Chardonnay,Wine,77548
Roasted Root Veg,Side,77553
Pork Tenderloin,Meat,77553
Cantina Pinot Bianco,Wine,77553
Roasted Root Veg,Side,77567
Pork Tenderloin,Meat,77567
Blackstone Merlot,Wine,77567
Roasted Root Veg,Side,77568
Duck,Meat,77568
Duckhorn Chardonnay,Wine,77568
Roasted Root Veg,Side,77588
Duck,Meat,77588
Duckhorn Chardonnay,Wine,77588
Roasted Root Veg,Side,77588
Roast Chicken,Meat,77588
Cantina Pinot Bianco,Wine,77588
Roasted Root Veg,Side,77633
Pork Tenderloin,Meat,77633
Cantina Pinot Bianco,Wine,77633
Baked Beans,Side,77643
Duck,Meat,77643
Blackstone Merlot,Wine,77643
Baked Beans,Side,77656
Pork Tenderloin,Meat,77656
Cantina Pinot Bianco,Wine,77656
Baked Beans,Side,77658
Duck,Meat,77658
Duckhorn Chardonnay,Wine,77658
Baked Beans,Side,77660
Pork Tenderloin,Meat,77660
Cantina Pinot Bianco,Wine,77660
Baked Beans,Side,77694
Pork Tenderloin,Meat,77694
Cantina Pinot Bianco,Wine,77694
Baked Beans,Side,77699
Pork Tenderloin,Meat,77699
Cantina Pinot Bianco,Wine,77699
Baked Beans,Side,77728
Duck,Meat,77728
Cantina Pinot Bianco,Wine,77728
Baked Beans,Side,77737
Duck,Meat,77737
Duckhorn Chardonnay,Wine,77737
Risotto,Side,77760
Pork Tenderloin,Meat,77760
Cantina Pinot Bianco,Wine,77760
Risotto,Side,77761
Pork Tenderloin,Meat,77761
Cantina Pinot Bianco,Wine,77761
Risotto,Side,77765
Duck,Meat,77765
Duckhorn Chardonnay,Wine,77765
Risotto,Side,77767
Pork Tenderloin,Meat,77767
Cantina Pinot Bianco,Wine,77767
Risotto,Side,77770
Filet Mignon,Meat,77770
Blackstone Merlot,Wine,77770
Risotto,Side,77778
Filet Mignon,Meat,77778
Meiomi Pinot Noir,Wine,77778
Risotto,Side,77782
Pork Tenderloin,Meat,77782
Cantina Pinot Bianco,Wine,77782
Risotto,Side,77786
Pork Tenderloin,Meat,77786
Cantina Pinot Bianco,Wine,77786
Risotto,Side,77797
Pork Tenderloin,Meat,77797
Cantina Pinot Bianco,Wine,77797
Risotto,Side,77801
Roast Chicken,Meat,77801
Duckhorn Chardonnay,Wine,77801
Risotto,Side,77812
Duck,Meat,77812
Duckhorn Chardonnay,Wine,77812
Risotto,Side,77829
Pork Tenderloin,Meat,77829
Cantina Pinot Bianco,Wine,77829
Risotto,Side,77833
Pork Tenderloin,Meat,77833
Cantina Pinot Bianco,Wine,77833
Risotto,Side,77840
Roast Chicken,Meat,77840
Duckhorn Chardonnay,Wine,77840
Risotto,Side,77841
Pork Tenderloin,Meat,77841
Cantina Pinot Bianco,Wine,77841
Steamed Seasonal Veg,Side,77857
Pork Tenderloin,Meat,77857
Cantina Pinot Bianco,Wine,77857
Steamed Seasonal Veg,Side,77864
Pork Tenderloin,Meat,77864
Cantina Pinot Bianco,Wine,77864
Steamed Seasonal Veg,Side,77873
Pork Tenderloin,Meat,77873
Cantina Pinot Bianco,Wine,77873
Steamed Seasonal Veg,Side,77881
Pork Tenderloin,Meat,77881
Cantina Pinot Bianco,Wine,77881
Steamed Seasonal Veg,Side,77883
Duck,Meat,77883
Duckhorn Chardonnay,Wine,77883
Steamed Seasonal Veg,Side,77899
Filet Mignon,Meat,77899
Blackstone Merlot,Wine,77899
Steamed Seasonal Veg,Side,77942
Duck,Meat,77942
Duckhorn Chardonnay,Wine,77942
Steamed Seasonal Veg,Side,77959
Duck,Meat,77959
Blackstone Merlot,Wine,77959
Steamed Seasonal Veg,Side,77966
Pork Tenderloin,Meat,77966
Cantina Pinot Bianco,Wine,77966
Steamed Seasonal Veg,Side,77967
Pork Tenderloin,Meat,77967
Cantina Pinot Bianco,Wine,77967
Steamed Seasonal Veg,Side,77975
Roast Chicken,Meat,77975
Duckhorn Chardonnay,Wine,77975
Steamed Seasonal Veg,Side,77977
Duck,Meat,77977
Duckhorn Chardonnay,Wine,77977
Steamed Seasonal Veg,Side,77990
Pork Tenderloin,Meat,77990
Cantina Pinot Bianco,Wine,77990
Steamed Seasonal Veg,Side,78002
Pork Tenderloin,Meat,78002
Duckhorn Chardonnay,Wine,78002
Steamed Seasonal Veg,Side,78007
Pork Tenderloin,Meat,78007
Cantina Pinot Bianco,Wine,78007
Steamed Seasonal Veg,Side,78008
Pork Tenderloin,Meat,78008
Cantina Pinot Bianco,Wine,78008
Steamed Seasonal Veg,Side,78021
Pork Tenderloin,Meat,78021
Cantina Pinot Bianco,Wine,78021
Mashed Potatoes,Side,78049
Pork Tenderloin,Meat,78049
Cantina Pinot Bianco,Wine,78049
Mashed Potatoes,Side,78057
Pork Tenderloin,Meat,78057
Cantina Pinot Bianco,Wine,78057
Mashed Potatoes,Side,78065
Roast Chicken,Meat,78065
Duckhorn Chardonnay,Wine,78065
Mashed Potatoes,Side,78076
Pork Tenderloin,Meat,78076
Cantina Pinot Bianco,Wine,78076
Mashed Potatoes,Side,78077
Pork Tenderloin,Meat,78077
Cantina Pinot Bianco,Wine,78077
Mashed Potatoes,Side,78079
Roast Chicken,Meat,78079
Duckhorn Chardonnay,Wine,78079
Mashed Potatoes,Side,78120
Pork Tenderloin,Meat,78120
Cantina Pinot Bianco,Wine,78120
Mashed Potatoes,Side,78127
Duck,Meat,78127
Duckhorn Chardonnay,Wine,78127
Mashed Potatoes,Side,78129
Roast Chicken,Meat,78129
Duckhorn Chardonnay,Wine,78129
Mashed Potatoes,Side,78129
Pork Tenderloin,Meat,78129
Cantina Pinot Bianco,Wine,78129
Mashed Potatoes,Side,78131
Duck,Meat,78131
Duckhorn Chardonnay,Wine,78131
Mashed Potatoes,Side,78134
Filet Mignon,Meat,78134
Meiomi Pinot Noir,Wine,78134
Caesar Salad,Side,78156
Pork Tenderloin,Meat,78156
Cantina Pinot Bianco,Wine,78156
Caesar Salad,Side,78164
Pork Tenderloin,Meat,78164
Cantina Pinot Bianco,Wine,78164
Caesar Salad,Side,78165
Pork Tenderloin,Meat,78165
Cantina Pinot Bianco,Wine,78165
Caesar Salad,Side,78166
Roast Chicken,Meat,78166
Duckhorn Chardonnay,Wine,78166
Caesar Salad,Side,78169
Pork Tenderloin,Meat,78169
Cantina Pinot Bianco,Wine,78169
Caesar Salad,Side,78177
Roast Chicken,Meat,78177
Duckhorn Chardonnay,Wine,78177
Caesar Salad,Side,78181
Pork Tenderloin,Meat,78181
Cantina Pinot Bianco,Wine,78181
Caesar Salad,Side,78183
Duck,Meat,78183
Duckhorn Chardonnay,Wine,78183
Caesar Salad,Side,78189
Filet Mignon,Meat,78189
Blackstone Merlot,Wine,78189
Caesar Salad,Side,78192
Roast Chicken,Meat,78192
Duckhorn Chardonnay,Wine,78192
Caesar Salad,Side,78194
Duck,Meat,78194
Cantina Pinot Bianco,Wine,78194
Caesar Salad,Side,78207
Duck,Meat,78207
Duckhorn Chardonnay,Wine,78207
Caesar Salad,Side,78217
Pork Tenderloin,Meat,78217
Cantina Pinot Bianco,Wine,78217
Caesar Salad,Side,78231
Pork Tenderloin,Meat,78231
Cantina Pinot Bianco,Wine,78231
Roasted Root Veg,Side,78253
Pork Tenderloin,Meat,78253
Cantina Pinot Bianco,Wine,78253
Roasted Root Veg,Side,78258
Pork Tenderloin,Meat,78258
Cantina Pinot Bianco,Wine,78258
Roasted Root Veg,Side,78270
Pork Tenderloin,Meat,78270
Cantina Pinot Bianco,Wine,78270
Roasted Root Veg,Side,78278
Pork Tenderloin,Meat,78278
Cantina Pinot Bianco,Wine,78278
Roasted Root Veg,Side,78287
Pork Tenderloin,Meat,78287
Cantina Pinot Bianco,Wine,78287
Roasted Root Veg,Side,78310
Pork Tenderloin,Meat,78310
Cantina Pinot Bianco,Wine,78310
Roasted Root Veg,Side,78318
Pork Tenderloin,Meat,78318
Cantina Pinot Bianco,Wine,78318
Roasted Root Veg,Side,78325
Filet Mignon,Meat,78325
Blackstone Merlot,Wine,78325
Roasted Root Veg,Side,78331
Pork Tenderloin,Meat,78331
Cantina Pinot Bianco,Wine,78331
Roasted Root Veg,Side,78332
Duck,Meat,78332
Duckhorn Chardonnay,Wine,78332
Roasted Root Veg,Side,78339
Pork Tenderloin,Meat,78339
Cantina Pinot Bianco,Wine,78339
Roasted Root Veg,Side,78343
Duck,Meat,78343
Duckhorn Chardonnay,Wine,78343
Roasted Root Veg,Side,78376
Filet Mignon,Meat,78376
Blackstone Merlot,Wine,78376
Roasted Root Veg,Side,78380
Roast Chicken,Meat,78380
Duckhorn Chardonnay,Wine,78380
Roasted Root Veg,Side,78380
Duck,Meat,78380
Cantina Pinot Bianco,Wine,78380
Roasted Root Veg,Side,78385
Duck,Meat,78385
Duckhorn Chardonnay,Wine,78385
Roasted Root Veg,Side,78395
Roast Chicken,Meat,78395
Duckhorn Chardonnay,Wine,78395
Roasted Root Veg,Side,78404
Pork Tenderloin,Meat,78404
Cantina Pinot Bianco,Wine,78404
Roasted Root Veg,Side,78404
Filet Mignon,Meat,78404
Meiomi Pinot Noir,Wine,78404
Roasted Root Veg,Side,78414
Pork Tenderloin,Meat,78414
Cantina Pinot Bianco,Wine,78414
Roasted Root Veg,Side,78429
Pork Tenderloin,Meat,78429
Cantina Pinot Bianco,Wine,78429
Roasted Root Veg,Side,78431
Pork Tenderloin,Meat,78431
Cantina Pinot Bianco,Wine,78431
Roasted Root Veg,Side,78443
Filet Mignon,Meat,78443
Blackstone Merlot,Wine,78443
Roasted Root Veg,Side,78447
Filet Mignon,Meat,78447
Cantina Pinot Bianco,Wine,78447
Baked Beans,Side,78455
Roast Chicken,Meat,78455
Meiomi Pinot Noir,Wine,78455
Baked Beans,Side,78455
Duck,Meat,78455
Cantina Pinot Bianco,Wine,78455
Baked Beans,Side,78458
Pork Tenderloin,Meat,78458
Cantina Pinot Bianco,Wine,78458
Baked Beans,Side,78465
Duck,Meat,78465
Cantina Pinot Bianco,Wine,78465
Baked Beans,Side,78482
Pork Tenderloin,Meat,78482
Cantina Pinot Bianco,Wine,78482
Baked Beans,Side,78483
Pork Tenderloin,Meat,78483
Cantina Pinot Bianco,Wine,78483
Baked Beans,Side,78483
Pork Tenderloin,Meat,78483
Cantina Pinot Bianco,Wine,78483
Baked Beans,Side,78491
Pork Tenderloin,Meat,78491
Cantina Pinot Bianco,Wine,78491
Baked Beans,Side,78543
Pork Tenderloin,Meat,78543
Cantina Pinot Bianco,Wine,78543
Baked Beans,Side,78550
Duck,Meat,78550
Duckhorn Chardonnay,Wine,78550
Risotto,Side,78571
Pork Tenderloin,Meat,78571
Cantina Pinot Bianco,Wine,78571
Risotto,Side,78575
Pork Tenderloin,Meat,78575
Cantina Pinot Bianco,Wine,78575
Risotto,Side,78580
Roast Chicken,Meat,78580
Duckhorn Chardonnay,Wine,78580
Risotto,Side,78613
Pork Tenderloin,Meat,78613
Cantina Pinot Bianco,Wine,78613
Risotto,Side,78614
Pork Tenderloin,Meat,78614
Duckhorn Chardonnay,Wine,78614
Risotto,Side,78639
Pork Tenderloin,Meat,78639
Cantina Pinot Bianco,Wine,78639
Steamed Seasonal Veg,Side,78671
Roast Chicken,Meat,78671
Duckhorn Chardonnay,Wine,78671
Steamed Seasonal Veg,Side,78672
Roast Chicken,Meat,78672
Duckhorn Chardonnay,Wine,78672
Steamed Seasonal Veg,Side,78675
Filet Mignon,Meat,78675
Blackstone Merlot,Wine,78675
Steamed Seasonal Veg,Side,78679
Pork Tenderloin,Meat,78679
Cantina Pinot Bianco,Wine,78679
Steamed Seasonal Veg,Side,78710
Pork Tenderloin,Meat,78710
Cantina Pinot Bianco,Wine,78710
Steamed Seasonal Veg,Side,78729
Pork Tenderloin,Meat,78729
Cantina Pinot Bianco,Wine,78729
Steamed Seasonal Veg,Side,78790
Pork Tenderloin,Meat,78790
Cantina Pinot Bianco,Wine,78790
Steamed Seasonal Veg,Side,78797
Duck,Meat,78797
Duckhorn Chardonnay,Wine,78797
